VID,Label,Start,End,Height,Width,FramesCut,AnnotatedFrames,Usage
KZQUgJpeX-4,41,00:00:10,00:00:15,320,568,150,3,0
KZXZVFwFhn4,68,00:01:37,00:01:41,320,568,120,3,1
K_is6JTEDzU,56,00:01:03,00:01:06,320,426,90,3,0
KbkTcFiAKug,57,00:00:35,00:00:37,320,568,50,3,0
KbvcVvzwGpQ,66,00:00:14,00:00:17,320,426,91,3,0
KdvA6PuWNuQ,28,00:00:00,00:00:06,320,568,181,3,0
Kg9D5REGhcQ,13,00:00:42,00:00:45,320,568,91,3,0
KhevcUZOFZc,68,00:00:00,00:00:08,320,426,236,3,0
Ki4arE8heOM,48,00:00:08,00:00:13,320,426,60,3,0
KiDQc16aUxU,12,00:00:00,00:00:08,320,568,241,3,1
KinSGFInF90,26,00:00:05,00:00:09,320,390,120,3,1
KjsBkElRDSk,44,00:00:08,00:00:15,320,568,175,3,1
KkwrJzxAQOk,35,00:01:19,00:01:23,320,568,120,3,1
KmiAqg-5mL8,67,00:00:06,00:00:09,320,480,90,3,1
KmyGDZVj2WQ,46,00:00:13,00:00:18,320,464,75,5,0
Ko7GY9w_XKs,78,00:00:50,00:00:55,320,426,150,5,0
KoE5HiQi-Js,15,00:00:06,00:00:08,320,568,60,3,1
Kota12Bu_yY,26,00:00:14,00:00:18,320,568,121,3,0
KpuBMCWJdik,15,00:00:17,00:00:25,320,480,240,3,0
KqB-zKXh5no,72,00:00:01,00:00:06,320,426,100,3,0
KrRn_TelWTY,61,00:00:08,00:00:12,320,568,120,3,0
Ks0GxvMvoQg,11,00:01:00,00:01:05,320,568,126,3,1
Kzf-ShoUDy0,17,00:00:31,00:00:34,320,568,90,5,0
L-U4tWag8OY,13,00:00:56,00:01:02,320,568,181,3,0
L16abtpWTSI,21,00:00:01,00:00:08,320,568,210,3,1
L2o3KdfvKU8,43,00:00:53,00:00:59,320,568,150,3,0
L2z5d_BOlxI,15,00:00:02,00:00:04,320,426,60,2,0
L5EcDKM4yfo,66,00:00:25,00:00:30,320,426,150,3,0
L5N7R9Wbe_E,54,00:00:32,00:00:35,320,568,90,5,0
L5_sCK_J_E0,61,00:00:04,00:00:08,320,568,100,3,0
L7h0ll9ir5c,67,00:00:03,00:00:06,320,568,90,3,0
LBZ35kdkxUM,46,00:00:06,00:00:09,320,568,90,3,0
LDBg9Kw00O8,54,00:00:06,00:00:09,320,426,45,3,0
LDrv94Yxuuk,61,00:00:15,00:00:20,320,426,151,3,0
LEIxpcYukqc,17,00:00:14,00:00:19,320,568,126,3,0
LEwXvTz3pC0,54,00:00:06,00:00:09,320,568,75,3,0
LFrq7ICtsRA,61,00:00:03,00:00:09,320,568,144,5,0
LG3F-LLADSA,67,00:00:05,00:00:08,320,426,90,3,0
LG5QVQRA-dE,35,00:00:19,00:00:24,320,568,150,3,0
LGpxPiAZzfc,45,00:00:42,00:00:45,320,426,91,3,0
LGyqOZZZf4o,73,00:00:00,00:00:06,320,480,151,3,0
LI34Gld-dHc,48,00:00:17,00:00:23,320,568,180,5,0
LIQUed8AWRM,12,00:00:15,00:00:21,320,568,181,3,0
LIyk1Kuu-G4,67,00:00:10,00:00:13,320,568,90,3,0
LKBCmgud4SI,68,00:01:33,00:01:41,320,568,240,3,1
LL-vO1xmbmg,55,00:01:23,00:01:30,320,568,210,3,0
LMFviOMmSkY,11,00:00:30,00:00:37,320,568,169,3,0
LMOxfJvzfbk,36,00:00:04,00:00:08,320,568,120,2,0
LMqpv0abR7o,57,00:00:15,00:00:20,320,568,126,3,0
LNRbIwbERms,12,00:01:02,00:01:05,320,426,90,3,0
LPMTtE3qC5A,22,00:00:53,00:01:00,320,480,210,3,0
LQ7p6avK3K8,57,00:00:16,00:00:21,320,568,120,3,1
LQJfXPedk28,11,00:00:32,00:00:39,320,480,210,5,0
LRGGsk88Ta0,78,00:00:48,00:00:52,320,568,120,3,1
LSEcI9y326Q,57,00:01:49,00:01:56,320,568,210,3,1
LSHDqJQ8eY0,22,00:01:15,00:01:20,320,568,151,3,0
LT5p1fbeaeM,48,00:00:10,00:00:14,320,480,120,3,1
LVxDfLUomW0,78,00:00:55,00:01:00,320,426,125,3,0
LXMosPFgGgQ,21,00:00:16,00:00:22,320,568,180,3,0
LYDHnUfWWDE,21,00:00:05,00:00:11,320,426,180,3,0
LYr-anCd300,17,00:00:00,00:00:08,320,426,241,3,0
LZYgHImP-8I,55,00:00:03,00:00:06,320,564,90,3,0
L_1TjA_4h9k,41,00:00:24,00:00:29,320,568,150,3,0
LaFu4LwIE2s,15,00:00:13,00:00:21,320,480,241,3,0
LaQHEtngJlE,48,00:00:54,00:00:57,320,568,72,3,1
LbDfFTo3xt8,72,00:00:09,00:00:11,320,426,60,3,0
LbRGN1DiUMI,22,00:00:14,00:00:22,320,568,241,3,0
LdKIONKsiYI,61,00:00:04,00:00:10,320,568,180,3,0
LeABmQHS_aA,55,00:00:09,00:00:13,320,426,120,5,0
LhyISg_4Zlg,66,00:00:00,00:00:03,320,568,91,3,0
LjixR_rjxLc,22,00:00:55,00:01:03,320,568,240,5,0
Lkpk--TYF34,12,00:00:00,00:00:08,320,568,241,3,1
LmMXXT4DfWk,57,00:00:23,00:00:27,320,568,120,3,0
Lo9Lr394oaM,36,00:01:28,00:01:33,320,426,151,5,0
LoLa7E1Mfjc,18,00:00:43,00:00:50,320,568,175,3,0
Loi4xrdGe_Y,36,00:01:14,00:01:18,320,426,121,3,1
LokqEvKi-pc,57,00:00:00,00:00:06,320,558,181,3,0
LqVyA95fXzk,63,00:00:00,00:00:06,320,568,181,3,0
LrGZQ9FQfck,72,00:00:06,00:00:10,320,568,120,3,0
LrWbunbE3RA,73,00:00:00,00:00:08,320,426,241,3,0
LsOaqJ5anBg,72,00:00:00,00:00:08,320,426,201,3,0
LuDN2bCIyus,54,00:03:53,00:03:55,320,568,48,3,1
LwOkz7YKnqQ,17,00:01:40,00:01:45,320,568,120,3,0
LyfAq1gHKpo,73,00:00:04,00:00:12,320,568,240,3,0
LzIHpiBkZwE,41,00:00:53,00:01:01,320,426,117,3,0
M-0N6I5Rss0,22,00:00:00,00:00:06,320,426,120,3,0
M06FqjQ9_x0,63,00:00:34,00:00:40,320,568,150,3,0
M0ciG8gbIEg,77,00:00:14,00:00:18,320,426,121,3,0
M1blnLmHPB4,44,00:00:10,00:00:16,320,480,180,3,0
M3VrGDw4BkM,44,00:00:54,00:00:57,320,568,72,3,0
M3Y9mBz6tSc,55,00:00:00,00:00:08,320,426,241,3,0
M5kqlnmdvsE,22,00:01:39,00:01:43,320,568,100,3,0
M8njUI5rKYw,46,00:00:38,00:00:41,320,426,90,3,0
M8yFbTyqd2o,17,00:00:47,00:00:54,320,568,210,3,0
MAgA-hv80cE,66,00:00:22,00:00:25,320,568,90,3,0
MB6YFh7KTAQ,56,00:02:22,00:02:26,320,436,100,3,0
MBSverOLRCk,17,00:00:02,00:00:06,320,568,120,3,0
MBn5DIFGl0Y,13,00:00:47,00:00:51,320,568,96,3,0
MCdC1z1_WT0,68,00:00:03,00:00:08,320,568,150,3,0
MCq7873UJbQ,35,00:00:18,00:00:23,320,568,150,3,1
MDvTJD9JK0c,73,00:01:02,00:01:05,320,426,75,3,0
ME1K7gTKVjo,16,00:00:37,00:00:40,320,568,90,3,0
MFAE5nXKKwg,41,00:00:07,00:00:14,320,426,210,3,0
MGmIpIO_v8U,72,00:00:00,00:00:05,320,426,151,3,1
MJ37UFN7W7k,41,00:00:21,00:00:26,320,426,75,5,0
MKBX5LPS7cc,44,00:00:16,00:00:19,320,426,90,3,0
MKkk74T94Os,48,00:00:22,00:00:26,320,568,114,3,0
MLDzeXJHDA8,57,00:00:04,00:00:09,320,568,150,3,0
MLrhs4iB8WY,16,00:00:09,00:00:14,320,568,150,3,0
MMNy9JUqqME,75,00:00:14,00:00:17,320,426,91,2,0
MMtRfbvH6q0,45,00:00:19,00:00:24,320,568,120,3,0
MOmOgRkRWQg,48,00:00:07,00:00:15,320,568,240,3,0
MP3MQKGevGg,46,00:00:13,00:00:18,320,426,151,3,0
MQSoFnsNwNE,34,00:00:00,00:00:07,320,568,211,3,0
MR5ww26SfgM,66,00:00:04,00:00:07,320,426,75,3,0
MSBCdDaL-KQ,35,00:00:00,00:00:04,320,480,108,3,0
MSCMaejQfbM,22,00:01:15,00:01:21,320,568,181,3,0
MSKsyBmAWY4,61,00:00:04,00:00:08,320,426,48,3,0
MTrpHvHIEg8,18,00:01:27,00:01:32,320,568,151,3,0
MUxGg1gOwuE,21,00:00:25,00:00:33,320,426,240,3,0
MWgmNBbcUUU,48,00:00:44,00:00:48,320,568,121,3,1
MX4yPJZzTmw,56,00:00:02,00:00:05,320,426,90,3,0
MXMtkss7hZ4,65,00:00:04,00:00:10,320,568,180,3,1
MX_m2T7_CdU,78,00:03:26,00:03:32,320,568,180,3,1
MYispxo2SEc,77,00:00:03,00:00:09,320,568,180,3,0
McHosr_98r0,11,00:03:27,00:03:35,320,426,241,3,0
McM6I8aJA1U,72,00:00:06,00:00:12,320,480,180,3,0
MeckHIehx5M,21,00:00:03,00:00:11,320,568,240,3,0
Mf7OLAxjf5M,22,00:00:01,00:00:07,320,426,180,3,0
Mf7WX8sEq2M,36,01:10:22,01:10:24,320,568,60,3,0
MfKySHpHCrU,41,00:00:17,00:00:20,320,580,46,3,0
MfjvacT7SZA,72,00:00:25,00:00:30,320,426,176,5,0
MgtfJ72akg8,36,00:05:05,00:05:10,320,568,125,3,0
Mh7jpRQxCAk,17,00:00:10,00:00:14,320,426,120,3,0
Ml-rxMwcaf0,11,00:03:00,00:03:06,320,568,181,3,0
MlbM7Mew0Ys,15,00:01:13,00:01:17,320,568,100,3,0
Mlig4xXSpNg,21,00:00:01,00:00:06,320,480,150,3,0
Mmh-ew1swD4,54,00:02:11,00:02:15,320,568,96,3,0
MnuRGD6iHpA,54,00:00:10,00:00:13,320,426,90,3,0
Mo5-6oxg3mo,17,00:00:07,00:00:10,320,426,90,3,0
Mo6CfT0evak,43,00:01:23,00:01:29,320,568,180,3,1
Mp1UIoJafKs,41,00:00:02,00:00:08,320,568,180,3,0
MpHm_ckSEWE,61,00:00:20,00:00:24,320,568,120,3,0
MpOeu65IDyk,72,00:00:02,00:00:05,320,568,90,3,1
MqHkVsBqYbg,15,00:00:12,00:00:16,320,568,121,3,0
MqRReU1MNNU,63,00:00:01,00:00:05,320,426,120,3,0
Mr0kIR_aZvo,36,00:00:35,00:00:39,320,568,120,3,0
Ms2HQBlF6Wg,26,00:00:38,00:00:46,320,568,240,3,0
MsZ4uQcQda8,48,00:00:51,00:00:58,320,568,168,3,0
Mv1egp6kNWU,68,00:02:34,00:02:38,320,426,120,3,0
MwMMKYgzfnM,44,00:02:14,00:02:21,320,468,211,3,0
MxuHXkix-M8,75,00:00:48,00:00:53,320,568,150,3,1
My3hX0_dnPQ,55,00:00:00,00:00:06,320,568,181,5,0
Myw8WR0zTqg,46,00:00:42,00:00:45,320,426,91,3,1
MzCjuBC3Vg4,11,00:00:16,00:00:22,320,568,180,3,0
MzXBCwjpC0U,77,00:00:03,00:00:08,320,568,150,3,0
Mzs2pg9cs5k,77,00:00:27,00:00:32,320,568,151,3,0
N-ntbI3g8s4,57,00:00:52,00:00:58,320,568,180,3,0
N-o2udWDtI0,35,00:00:03,00:00:10,320,434,210,3,0
N0agTCAVoXs,41,00:02:20,00:02:28,320,426,240,3,1
N2l2Hbe7axI,73,00:00:05,00:00:09,320,480,60,3,0
N3JQWCZJ3hI,75,00:02:35,00:02:38,320,568,90,3,0
N4hxUNvzmJU,48,00:00:48,00:00:51,320,568,75,3,0
N5Rbb7nQqTg,13,00:01:41,00:01:45,320,568,120,3,0
N70DLM8Az_8,11,00:02:53,00:02:59,320,426,150,3,1
N8HUWi_fhMU,78,00:04:03,00:04:07,320,426,120,3,1
N9ps0I-6fn4,17,00:01:56,00:01:59,320,568,90,3,0
N9qbHEboEac,57,00:00:37,00:00:40,320,568,75,3,0
NAR8beUYtTQ,61,00:00:07,00:00:11,320,426,120,3,0
NBM5bu_hxM8,11,00:05:41,00:05:47,320,568,150,3,0
NCwjSI0slWM,28,00:00:17,00:00:22,320,568,150,3,0
NEgBaTGSJtU,65,00:00:38,00:00:41,320,568,90,3,0
NFD1MA8Kj8c,34,00:00:21,00:00:25,320,426,120,3,0
NGK-XEBNE7Q,55,00:00:02,00:00:10,320,426,240,3,0
NHNahwccL3k,73,00:00:16,00:00:19,320,568,90,3,0
NMuZsTzcQDI,72,00:00:11,00:00:14,320,426,36,3,1
NO7rHPgPxNc,55,00:02:18,00:02:26,320,568,240,3,0
NOuhnOhTE3Y,57,00:03:48,00:03:52,320,400,100,3,0
NPe9iEIkCs4,63,00:03:42,00:03:48,320,568,150,3,1
NPhIHqGO33A,78,00:04:24,00:04:32,320,568,240,3,0
NQuH_Sjdr68,22,00:00:13,00:00:18,320,426,151,5,0
NSFXOq4NqwI,66,00:00:21,00:00:24,320,426,72,3,0
NSPy43tX8e4,15,00:00:26,00:00:32,320,568,181,5,0
NSdJZa82B48,55,00:00:00,00:00:03,320,426,63,3,0
NT8VDgR_Koo,78,00:01:25,00:01:33,320,568,240,3,0
NVqUzEK0aQw,65,00:00:04,00:00:10,320,568,180,3,0
NXun8pFxsVA,46,00:00:07,00:00:12,320,426,150,5,0
NYRuL3gkhNU,21,00:00:20,00:00:24,320,568,120,3,0
NYqYdzzWNNg,61,00:00:18,00:00:24,320,480,180,3,0
NZEJRwaDU2M,15,00:00:06,00:00:09,320,568,75,3,1
Na0_LRvzK7U,57,00:01:21,00:01:27,320,568,180,3,0
NaZLXtNcAuQ,46,00:00:07,00:00:13,320,426,180,3,1
NcuDqu859fI,78,00:00:09,00:00:13,320,568,120,3,0
NdcsOJC392M,68,00:00:03,00:00:10,320,426,175,3,1
NeTBmAwjJIc,68,00:00:21,00:00:25,320,568,120,3,0
Nf-5KfJtdNk,73,00:00:01,00:00:05,320,568,120,3,0
NmJ24dvKZMw,13,00:01:36,00:01:43,320,568,210,3,0
NmMMHuzDtG0,36,00:00:20,00:00:24,320,568,100,3,0
No6gPOMXELY,13,00:01:52,00:01:56,320,568,120,3,0
NozraHwpwDA,61,00:00:03,00:00:07,320,426,60,3,0
Nqj-S6ifhC4,43,00:00:12,00:00:17,320,568,151,3,0
NrJUWBaAAJI,63,00:00:15,00:00:20,320,426,50,3,0
NtOiju9uguk,21,00:00:01,00:00:05,320,426,60,3,0
NtkY3ekMpKc,44,00:00:18,00:00:23,320,568,150,5,0
NuCjuBBad68,57,00:00:21,00:00:25,320,568,100,3,1
Nua4zYBg_LA,13,00:01:32,00:01:38,320,568,180,3,0
Nupfxo2ihQc,78,00:02:20,00:02:24,320,568,120,3,0
NvD0JFx2W60,36,00:01:35,00:01:38,320,568,90,3,0
Nz90fxFqO24,68,00:00:00,00:00:06,320,426,158,3,0
O0hs8ZdRpTY,48,00:02:08,00:02:12,320,426,120,3,0
O1gt9r_JQAU,77,00:00:11,00:00:17,320,426,181,3,0
O3F9iD3brDI,55,00:00:12,00:00:20,320,426,241,3,0
O3GMmj03fc8,26,00:01:06,00:01:14,320,568,240,3,1
O3LNVCbijCg,41,00:00:10,00:00:13,320,568,90,3,0
O4GYHRdEnMY,56,00:00:06,00:00:09,320,568,90,3,1
O5NHwhGMEp4,35,00:00:00,00:00:03,320,426,46,3,0
O8-TzXQRY5Y,46,00:00:00,00:00:08,320,426,241,3,0
O8Wj_a-kfxw,57,00:01:07,00:01:10,320,568,72,3,0
O8alIA6GPYA,22,00:00:03,00:00:07,320,568,120,3,1
O95ZD9IkIR8,67,00:00:03,00:00:07,320,568,96,3,1
OA47qryTFLM,44,00:00:30,00:00:33,320,568,91,3,1
OAQjIcrga5g,44,00:00:20,00:00:23,320,474,34,3,0
OAaYMAATEeo,45,00:00:04,00:00:08,320,426,120,3,0
OBC2V9U8dnw,22,00:00:33,00:00:37,320,568,120,3,0
OBNIXUn8TE0,78,00:00:47,00:00:50,320,568,90,3,0
OCcfymXQkM4,65,00:00:07,00:00:15,320,426,240,3,0
ODLI5ScvGgo,41,00:00:33,00:00:37,320,426,120,3,0
ODu3_e9TwW8,26,00:00:00,00:00:06,320,426,90,3,0
OEhihicN-yo,73,00:00:00,00:00:04,320,568,121,3,1
OGQ26_nkr-0,21,00:00:38,00:00:44,320,426,180,3,0
OHwU5Krd8l0,17,00:00:39,00:00:45,320,568,150,3,0
OIatIdxKupU,34,00:00:28,00:00:32,320,568,121,3,0
OKoBgO3MvJo,61,00:00:16,00:00:20,320,532,120,3,1
OKop7SuzXfg,68,00:00:00,00:00:03,320,568,76,3,0
OMIP77EHJ98,56,00:00:17,00:00:20,320,426,90,3,0
ON2kPco_Cm4,26,00:00:04,00:00:10,320,568,180,3,0
OOj2eUHEu9E,54,00:00:04,00:00:07,320,568,90,3,0
OPib8tmipPI,75,00:00:13,00:00:16,320,568,91,3,0
ORUVgqJLHEU,12,00:00:45,00:00:50,320,432,151,3,0
ORwQr3NRpUA,78,00:00:40,00:00:43,320,568,90,5,0
OStgIFdMLrs,41,00:00:04,00:00:14,320,568,300,3,0
OTZOCMTxQzw,35,00:00:42,00:00:44,320,568,61,3,1
OYlBy85zxdo,54,00:01:46,00:01:50,320,568,96,3,0
OZt05RtWmCE,15,00:00:06,00:00:14,320,426,240,3,0
O_LlkpwZjIk,41,00:00:34,00:00:44,320,480,300,3,0
O_j_nhVTWyM,61,00:00:16,00:00:20,320,568,120,3,1
Oax74TI8Ftw,12,00:00:45,00:00:52,320,568,211,3,0
OdqI88CCBUQ,46,00:00:05,00:00:08,320,468,90,3,1
Oe8J11TBRvg,35,00:00:06,00:00:14,320,568,240,3,0
OfsJ_aHwsuA,36,00:00:19,00:00:22,320,426,90,3,0
OgkpGNMW6ps,18,00:00:20,00:00:27,320,464,175,3,1
Oi_lyvUib4A,13,00:00:31,00:00:38,320,426,105,3,1
OkJwhucmsNg,28,00:00:06,00:00:13,320,568,210,3,0
OmIsXwLwCMs,55,00:00:03,00:00:11,320,426,240,3,1
OogAr4PFUIQ,16,00:01:32,00:01:36,320,568,120,3,0
Op277qWoXsg,43,00:00:05,00:00:13,320,426,200,3,0
OpF9I1sr6o8,13,00:02:35,00:02:38,320,568,72,5,0
Oq_ZWYxgb9g,21,00:00:20,00:00:25,320,568,150,3,1
OqdsU0mPKAc,61,00:00:07,00:00:15,320,426,240,3,0
Or0YOxm3tOY,73,00:01:08,00:01:13,320,568,150,3,0
OtP13Bvbeio,35,00:05:08,00:05:17,320,568,270,3,0
OuU52au3ts8,67,00:00:08,00:00:11,320,568,72,5,0
Ow_SCTO8VX0,67,00:00:17,00:00:25,320,568,192,3,1
OxAZZNkVJ1U,11,00:02:24,00:02:30,320,568,150,3,0
OxCWmA8rbts,54,00:00:10,00:00:13,320,400,90,3,0
OxoJI8uh9so,57,00:03:31,00:03:37,320,568,150,3,0
OzdBMPUz61E,13,00:00:42,00:00:46,320,568,96,3,0
P0C6uTGtZTc,15,00:00:13,00:00:15,320,568,61,3,0
P0N68OQDhNs,15,00:01:37,00:01:39,320,568,60,3,1
P0h4BaouUs0,28,00:00:00,00:00:05,320,426,151,3,0
P2QZX6ouisk,56,00:00:20,00:00:23,320,426,75,3,0
P50we1_u1ag,76,00:00:18,00:00:21,320,426,75,3,0
P5r5UqCIBYs,73,00:00:06,00:00:12,320,568,180,3,1
P67vloeEBuI,72,00:00:14,00:00:19,320,426,75,5,0
P6RmP2giBTQ,57,00:00:17,00:00:22,320,568,125,3,1
P6qFAOjkJ2E,66,00:00:35,00:00:40,320,564,150,3,0
P6unUdwoHLk,16,00:00:51,00:00:56,320,568,150,5,0
P95tqB_geRQ,54,00:00:03,00:00:06,320,426,90,3,0
PAlkBrur4ww,66,00:00:42,00:00:45,320,426,91,3,0
PAw51-wiHNc,43,00:03:01,00:03:09,320,568,240,3,1
PB8VbMvF4N4,45,00:00:09,00:00:16,320,568,175,3,1
PBUf8i9WHYE,45,00:00:04,00:00:08,320,560,60,3,0
PD6eQY7yCfw,34,00:00:33,00:00:35,320,568,60,3,0
PE4BEoCf4q8,22,00:01:24,00:01:28,320,426,80,3,1
PFKDDTIz64o,54,00:00:05,00:00:09,320,480,60,3,0
PG0im4Nf_Ac,15,00:00:17,00:00:19,320,568,60,3,0
PG1kVHit-90,45,00:00:00,00:00:05,320,390,151,5,0
PGVdUpB5UdI,43,00:00:35,00:00:41,320,400,150,3,1
PHQaI6Iea7c,21,00:00:08,00:00:16,320,568,240,3,0
PJ0SXk4S0lU,15,00:00:10,00:00:13,320,434,90,3,0
PJB2APTCmg4,21,00:00:23,00:00:29,320,426,180,3,0
PJJ-CG4pzT0,68,00:01:57,00:02:02,320,568,125,3,0
PKMkVucBp3Y,57,00:00:06,00:00:10,320,568,96,3,0
PKp2vmOk3V0,28,00:00:18,00:00:26,320,568,240,3,0
PL9XgQHiL34,78,00:23:40,00:23:43,320,568,75,3,0
PLRjCZSB0hg,65,00:00:19,00:00:22,320,568,90,3,1
PMeqLIPRzpI,56,00:01:13,00:01:18,320,426,151,3,1
PN-MjUC4f9k,78,00:00:06,00:00:12,320,568,180,3,0
PN_Puv_iF_k,68,00:00:01,00:00:08,320,426,210,3,1
PO-78KqoxtQ,45,00:00:00,00:00:08,320,426,120,3,0
PO9uqFQQtEs,56,00:01:07,00:01:11,320,426,120,3,0
PQgn6SVOVAw,77,00:01:37,00:01:39,320,568,50,5,0
PRrECKGU1hw,63,00:00:01,00:00:05,320,426,47,3,0
PSikfcJezy4,44,00:00:34,00:00:39,320,568,150,3,0
PUMvr545LY4,48,00:01:15,00:01:19,320,568,121,3,1
PUzd4mfmzqo,35,00:02:30,00:02:35,320,568,151,3,0
PXHYrICvQqA,28,00:00:15,00:00:20,320,426,151,3,0
PXeq6WNLGNc,76,00:00:23,00:00:29,320,426,180,3,0
PYWWFgxvSiQ,43,00:00:30,00:00:38,320,568,241,3,0
P_759yyIcyI,34,00:00:00,00:00:01,320,568,31,3,1
Pc4e2mAC5XE,35,00:00:10,00:00:15,320,480,150,3,0
PcHje9tiNq4,34,00:01:24,00:01:28,320,568,120,3,0
PcX04OLFrm4,67,00:00:01,00:00:04,320,564,75,1,0
Pcs61S_eU5A,73,00:00:06,00:00:12,320,568,180,3,0
Pcuz2EC43Nc,34,00:00:00,00:00:03,320,426,91,3,1
Pd1QvXJS9m4,17,00:00:11,00:00:15,320,426,121,5,0
PdoAQtvuU2k,13,00:00:22,00:00:28,320,426,180,3,0
PgQSWlqU7-Q,78,00:00:40,00:00:47,320,426,210,3,0
PhT9iUxYqXM,26,00:00:24,00:00:27,320,426,90,3,0
Pi68nhPUksQ,41,00:00:00,00:00:08,320,426,241,3,0
Pmzoq4r9zFc,12,00:00:20,00:00:25,320,568,150,5,0
PnSGB0B4JeI,11,01:04:54,01:05:00,320,568,150,3,0
PrTKL5n2F7g,75,00:00:31,00:00:35,320,426,120,3,0
PsruxpBlkAo,73,00:00:00,00:00:06,320,568,181,3,0
PtMRDYzvqd4,72,00:00:01,00:00:07,320,480,90,3,0
PvGP67UttUY,11,00:05:42,00:05:48,320,568,144,3,0
Px69eKV5lWk,18,00:00:05,00:00:07,320,568,50,3,0
PxhSA-4bcr0,44,00:00:23,00:00:31,320,568,192,3,0
Pz2BXbZiM9Q,45,00:00:46,00:00:49,320,568,90,3,0
Q-7IW0zJNfs,12,00:00:05,00:00:13,320,568,240,3,0
Q-E9rcqjPhY,66,00:00:18,00:00:21,320,426,90,3,1
Q0jW_zLrqvQ,45,00:00:22,00:00:27,320,426,150,5,0
Q1gk0Q06JdA,65,00:00:09,00:00:12,320,426,90,3,1
Q2cN6vYPdPA,45,00:00:09,00:00:12,320,568,75,3,0
Q3LD2tvziY0,78,00:01:21,00:01:24,320,568,75,3,0
Q4zEs1ZvtFw,73,00:00:05,00:00:10,320,426,120,3,0
Q64SRgsgr_I,56,00:00:18,00:00:23,320,568,150,5,0
QBIKj8X4PnE,57,00:02:45,00:02:49,320,568,97,3,0
QCa-5ADSdPE,72,00:01:00,00:01:03,320,426,91,3,0
QFoZs7QB7HM,54,00:00:08,00:00:11,320,426,90,2,0
QH1h7NrXTwc,66,00:00:01,00:00:08,320,568,210,3,0
QKqgK8fBDUQ,46,00:00:09,00:00:12,320,426,72,3,0
QLhI33K62HQ,41,00:00:11,00:00:17,320,426,181,5,1
QNlth8vxQNo,65,00:00:12,00:00:15,320,426,91,3,0
QOl6VPKzeQ4,26,00:00:51,00:00:55,320,426,60,3,0
QPH3PKLMexI,76,00:01:28,00:01:34,320,426,181,5,0
QQQf05lnvqI,63,00:00:18,00:00:26,320,568,240,3,0
QQh56geU0X8,56,00:02:24,00:02:28,320,568,100,3,1
QRS_uxOJZzw,22,00:01:19,00:01:27,320,426,240,3,1
QVPC800jbFo,15,00:02:18,00:02:20,320,568,60,3,0
QWX6u8JkmOo,35,00:00:19,00:00:23,320,568,120,3,0
QYxfhCba67c,45,00:00:00,00:00:08,320,426,239,3,0
Q_Z35zM6KBI,78,00:00:24,00:00:29,320,426,150,3,0
QbxiR-QPCD0,68,00:00:34,00:00:43,320,426,270,3,0
Qd36ZT8sBI8,22,00:00:00,00:00:05,320,568,151,3,1
QgAfa9yYVTc,18,00:00:31,00:00:35,320,426,100,3,0
QgOiK2uI8B4,55,00:00:32,00:00:40,320,426,240,3,0
Qg_eki6e3C0,61,00:00:07,00:00:11,320,426,120,3,1
QhS5D-yFjLM,76,00:00:32,00:00:35,320,426,90,3,1
Ql5M9AnR5qw,66,00:02:23,00:02:26,320,426,90,3,0
Ql5o5KdhPWY,66,00:00:36,00:00:42,320,568,180,5,0
QlD1KgfHGXs,55,00:02:32,00:02:36,320,426,120,3,0
QmdsRCDYP5k,61,00:00:15,00:00:19,320,480,121,3,0
QmqnQtdLuT8,43,00:03:54,00:03:59,320,568,120,3,0
QoOnmv0BiIo,66,00:00:10,00:00:18,320,568,240,3,0
QpCuWsIgpmM,78,00:07:13,00:07:16,320,568,75,3,1
Qqtp8tqt-Ik,15,00:01:33,00:01:36,320,568,75,3,0
Qu1ml6wgZFM,75,00:00:11,00:00:14,320,568,91,3,0
Qv0RAIA6FfA,54,00:00:07,00:00:10,320,568,90,3,0
QwQHZXCJqrE,72,00:00:00,00:00:08,320,426,241,3,0
R0-xTcLg_ao,16,00:00:19,00:00:22,320,568,90,3,0
R0XAiNz5ppU,66,00:01:04,00:01:07,320,568,90,3,0
R13zGVsPsfE,56,00:00:09,00:00:13,320,426,120,3,0
R1iYMS4dQZA,66,00:00:03,00:00:11,320,568,240,3,0
R1xVZNs8rjA,55,00:00:37,00:00:42,320,568,150,3,0
R2dPp3JBLu8,34,00:00:24,00:00:26,320,568,60,3,0
R3FoBj0zswg,65,00:01:04,00:01:10,320,568,150,3,0
R40vSRlbEF8,17,00:05:16,00:05:18,320,568,51,3,0
R7OIWE83iwM,13,00:00:20,00:00:26,320,568,180,3,0
R8YX6sDFDg4,61,00:00:12,00:00:17,320,426,151,3,0
R8edf7XmGiM,41,00:00:13,00:00:21,320,426,241,3,0
RA-9aEsI0O0,73,00:00:00,00:00:08,320,568,241,3,0
RBTbBS0tJs4,55,00:00:13,00:00:21,320,426,241,3,1
RBtGv1NiZm0,13,00:00:35,00:00:38,320,568,90,3,1
RCHgV20et4w,46,00:00:59,00:01:02,320,426,91,3,0
RDIL1ABDS7s,22,00:00:48,00:00:53,320,426,150,3,1
REDRCgBVLWM,56,00:01:17,00:01:22,320,568,150,3,0
RES55dACCHw,66,00:00:59,00:01:04,320,426,60,3,0
RH0hwjd4NXM,67,00:00:10,00:00:14,320,426,120,3,0
RLH8jZk3hJ8,76,00:00:00,00:00:03,320,426,45,3,0
